start,end,value
2020-05-29 10:33:00,2020-05-29 13:59:00,5
2020-05-29 13:59:00,2020-05-29 15:35:00,6
2020-05-29 15:35:00,2020-05-29 16:41:00,7
2020-05-29 16:41:00,2020-05-29 19:49:00,8
2020-05-29 19:49:00,2020-05-29 22:42:00,7
2020-05-29 22:42:00,2020-05-29 23:12:00,6
2020-05-29 23:12:00,2020-05-30 05:53:00,5
2020-05-30 05:53:00,2020-05-30 08:17:00,6
2020-05-30 08:17:00,2020-05-30 11:46:00,7
2020-05-30 11:46:00,2020-05-30 17:35:00,6
2020-05-30 17:35:00,2020-05-30 18:41:00,7
2020-05-30 18:41:00,2020-05-30 23:32:00,8
2020-05-30 23:32:00,2020-05-31 06:37:00,7
2020-05-31 06:37:00,2020-05-31 08:53:00,6
2020-05-31 08:53:00,2020-05-31 12:30:00,7
2020-05-31 12:30:00,2020-05-31 13:01:00,6
2020-05-31 13:01:00,2020-05-31 17:29:00,5
2020-05-31 17:29:00,2020-06-01 05:35:00,6
2020-06-01 05:35:00,2020-06-01 06:38:00,7
2020-06-01 06:38:00,2020-06-01 07:09:00,6
2020-06-01 07:09:00,2020-06-01 13:26:00,5
2020-06-01 13:26:00,2020-06-01 13:59:00,4
2020-06-01 13:59:00,2020-06-01 19:23:00,3
2020-06-01 19:23:00,2020-06-02 01:08:00,4
2020-06-02 01:08:00,2020-06-02 04:47:00,3
2020-06-02 04:47:00,2020-06-02 06:11:00,4
2020-06-02 06:11:00,2020-06-02 07:46:00,5
2020-06-02 07:46:00,2020-06-02 14:12:00,4
2020-06-02 14:12:00,2020-06-02 21:17:00,3
2020-06-02 21:17:00,2020-06-03 02:06:00,2
2020-06-03 02:06:00,2020-06-03 03:47:00,1
2020-06-03 03:47:00,2020-06-03 04:41:00,2
2020-06-03 04:41:00,2020-06-03 05:59:00,3
2020-06-03 05:59:00,2020-06-03 06:38:00,4
2020-06-03 06:38:00,2020-06-03 12:47:00,3
2020-06-03 12:47:00,2020-06-03 15:08:00,4
2020-06-03 15:08:00,2020-06-03 18:18:00,3
2020-06-03 18:18:00,2020-06-03 18:42:00,2
2020-06-03 18:42:00,2020-06-03 23:17:00,1
2020-06-03 23:17:00,2020-06-04 04:10:00,2
2020-06-04 04:10:00,2020-06-04 10:41:00,1
2020-06-04 10:41:00,2020-06-04 12:42:00,2
2020-06-04 12:42:00,2020-06-04 15:59:00,1
2020-06-04 15:59:00,2020-06-04 20:05:00,0
2020-06-04 20:05:00,2020-06-04 20:30:00,1
2020-06-04 20:30:00,2020-06-04 21:35:00,0
2020-06-04 21:35:00,2020-06-05 00:23:00,1
2020-06-05 00:23:00,2020-06-05 09:04:00,2
2020-06-05 09:04:00,2020-06-05 13:00:00,1
2020-06-05 13:00:00,2020-06-05 13:05:00,0
2020-06-05 13:05:00,2020-06-05 13:33:00,1
2020-06-05 13:33:00,2020-06-05 14:23:00,0
2020-06-05 14:23:00,2020-06-05 16:46:00,1
2020-06-05 16:46:00,2020-06-05 17:47:00,0
2020-06-05 17:47:00,2020-06-05 23:53:00,1
2020-06-05 23:53:00,2020-06-06 01:23:00,2
2020-06-06 01:23:00,2020-06-06 02:01:00,3
2020-06-06 02:01:00,2020-06-06 02:29:00,2
2020-06-06 02:29:00,2020-06-06 16:47:00,3
2020-06-06 16:47:00,2020-06-06 17:38:00,4
2020-06-06 17:38:00,2020-06-06 18:08:00,3
2020-06-06 18:08:00,2020-06-07 06:40:00,2
2020-06-07 06:40:00,2020-06-07 07:10:00,1
2020-06-07 07:10:00,2020-06-08 00:29:00,0
2020-06-08 00:29:00,2020-06-08 03:17:00,1
2020-06-08 03:17:00,2020-06-08 03:42:00,2
2020-06-08 03:42:00,2020-06-08 05:41:00,1
2020-06-08 05:41:00,2020-06-08 05:53:00,2
2020-06-08 05:53:00,2020-06-08 06:06:00,3
2020-06-08 06:06:00,2020-06-08 06:40:00,2
2020-06-08 06:40:00,2020-06-08 06:59:00,1
2020-06-08 06:59:00,2020-06-08 07:29:00,2
2020-06-08 07:29:00,2020-06-08 18:56:00,3
2020-06-08 18:56:00,2020-06-08 19:16:00,2
2020-06-08 19:16:00,2020-06-08 21:49:00,1
2020-06-08 21:49:00,2020-06-09 00:05:00,0
2020-06-09 00:05:00,2020-06-09 07:39:00,1
2020-06-09 07:39:00,2020-06-09 11:29:00,0
2020-06-09 11:29:00,2020-06-09 12:14:00,1
2020-06-09 12:14:00,2020-06-09 13:47:00,0
2020-06-09 13:47:00,2020-06-09 14:35:00,1
2020-06-09 14:35:00,2020-06-09 15:35:00,2
2020-06-09 15:35:00,2020-06-09 19:23:00,3
2020-06-09 19:23:00,2020-06-09 22:53:00,2
2020-06-09 22:53:00,2020-06-09 23:26:00,3
2020-06-09 23:26:00,2020-06-10 01:11:00,2
2020-06-10 01:11:00,2020-06-10 01:36:00,3
2020-06-10 01:36:00,2020-06-10 06:23:00,2
2020-06-10 06:23:00,2020-06-10 07:56:00,3
2020-06-10 07:56:00,2020-06-10 10:36:00,2
2020-06-10 10:36:00,2020-06-10 17:14:00,1
2020-06-10 17:14:00,2020-06-11 01:53:00,0
2020-06-11 01:53:00,2020-06-11 02:18:00,1
2020-06-11 02:18:00,2020-06-11 10:47:00,0
2020-06-11 10:47:00,2020-06-11 11:12:00,1
2020-06-11 11:12:00,2020-06-11 16:29:00,0
2020-06-11 16:29:00,2020-06-11 20:29:00,1
2020-06-11 20:29:00,2020-06-12 04:05:00,2
2020-06-12 04:05:00,2020-06-12 06:41:00,3
2020-06-12 06:41:00,2020-06-12 09:15:00,2
2020-06-12 09:15:00,2020-06-12 21:13:00,1
2020-06-12 21:13:00,2020-06-13 00:23:00,0
2020-06-13 00:23:00,2020-06-13 06:41:00,1
2020-06-13 06:41:00,2020-06-13 16:29:00,0
2020-06-13 16:29:00,2020-06-13 16:54:00,1
2020-06-13 16:54:00,2020-06-14 00:17:00,0
2020-06-14 00:17:00,2020-06-14 06:42:00,1
2020-06-14 06:42:00,2020-06-14 14:05:00,0
2020-06-14 14:05:00,2020-06-14 14:30:00,1
2020-06-14 14:30:00,2020-06-14 19:23:00,0
2020-06-14 19:23:00,2020-06-14 19:48:00,1
2020-06-14 19:48:00,2020-06-14 21:53:00,0
2020-06-14 21:53:00,2020-06-15 00:59:00,1
2020-06-15 00:59:00,2020-06-15 06:42:00,2
2020-06-15 06:42:00,2020-06-15 07:12:00,1
2020-06-15 07:12:00,2020-06-15 10:47:00,0
2020-06-15 10:47:00,2020-06-15 11:23:00,1
2020-06-15 11:23:00,2020-06-15 19:59:00,0
2020-06-15 19:59:00,2020-06-15 23:24:00,1
2020-06-15 23:24:00,2020-06-16 05:29:00,0
2020-06-16 05:29:00,2020-06-16 06:42:00,1
2020-06-16 06:42:00,2020-06-16 21:53:00,0
2020-06-16 21:53:00,2020-06-16 22:18:00,1
2020-06-16 22:18:00,2020-06-17 11:05:00,0
2020-06-17 11:05:00,2020-06-17 11:23:00,1
2020-06-17 11:23:00,2020-06-17 13:07:00,2
2020-06-17 13:07:00,2020-06-17 13:37:00,1
2020-06-17 13:37:00,2020-06-17 16:59:00,0
2020-06-17 16:59:00,2020-06-17 22:23:00,1
2020-06-17 22:23:00,2020-06-17 22:48:00,2
2020-06-17 22:48:00,2020-06-18 06:42:00,1
2020-06-18 06:42:00,2020-06-18 11:53:00,0
2020-06-18 11:53:00,2020-06-18 14:16:00,1
2020-06-18 14:16:00,2020-06-18 21:05:00,0
2020-06-18 21:05:00,2020-06-18 21:30:00,1
2020-06-18 21:30:00,2020-06-19 05:29:00,0
2020-06-19 05:29:00,2020-06-19 05:54:00,1
2020-06-19 05:54:00,2020-06-19 12:41:00,0
2020-06-19 12:41:00,2020-06-19 15:26:00,1
2020-06-19 15:26:00,2020-06-19 15:35:00,0
2020-06-19 15:35:00,2020-06-19 16:00:00,1
2020-06-19 16:00:00,2020-06-19 16:53:00,0
2020-06-19 16:53:00,2020-06-19 17:18:00,1
2020-06-19 17:18:00,2020-06-20 16:05:00,0
2020-06-20 16:05:00,2020-06-20 16:30:00,1
2020-06-20 16:30:00,2020-06-21 01:53:00,0
2020-06-21 01:53:00,2020-06-21 02:59:00,1
2020-06-21 02:59:00,2020-06-21 06:42:00,2
2020-06-21 06:42:00,2020-06-21 07:12:00,1
2020-06-21 07:12:00,2020-06-21 20:11:00,0
2020-06-21 20:11:00,2020-06-22 06:42:00,1
2020-06-22 06:42:00,2020-06-22 19:29:00,0
2020-06-22 19:29:00,2020-06-22 21:29:00,1
2020-06-22 21:29:00,2020-06-22 21:54:00,2
2020-06-22 21:54:00,2020-06-23 03:29:00,1
2020-06-23 03:29:00,2020-06-23 06:23:00,2
2020-06-23 06:23:00,2020-06-23 06:42:00,3
2020-06-23 06:42:00,2020-06-23 07:12:00,2
2020-06-23 07:12:00,2020-06-23 07:43:00,1
2020-06-23 07:43:00,2020-06-23 12:53:00,0
2020-06-23 12:53:00,2020-06-23 14:03:00,1
2020-06-23 14:03:00,2020-06-23 17:59:00,0
2020-06-23 17:59:00,2020-06-23 18:24:00,1
2020-06-23 18:24:00,2020-06-23 19:11:00,0
2020-06-23 19:11:00,2020-06-23 21:11:00,1
2020-06-23 21:11:00,2020-06-23 21:29:00,2
2020-06-23 21:29:00,2020-06-23 23:35:00,3
2020-06-23 23:35:00,2020-06-24 00:35:00,4
2020-06-24 00:35:00,2020-06-24 07:52:00,5
2020-06-24 07:52:00,2020-06-24 08:26:00,4
2020-06-24 08:26:00,2020-06-24 12:47:00,3
2020-06-24 12:47:00,2020-06-24 12:53:00,4
2020-06-24 12:53:00,2020-06-24 15:29:00,5
2020-06-24 15:29:00,2020-06-24 16:11:00,6
2020-06-24 16:11:00,2020-06-24 18:59:00,7
2020-06-24 18:59:00,2020-06-24 19:44:00,8
2020-06-24 19:44:00,2020-06-25 08:28:00,7
2020-06-25 08:28:00,2020-06-25 10:40:00,6
2020-06-25 10:40:00,2020-06-25 17:53:00,5
2020-06-25 17:53:00,2020-06-25 19:53:00,6
2020-06-25 19:53:00,2020-06-25 20:34:00,7
2020-06-25 20:34:00,2020-06-25 23:27:00,6
2020-06-25 23:27:00,2020-06-26 03:53:00,5
2020-06-26 03:53:00,2020-06-26 05:29:00,6
2020-06-26 05:29:00,2020-06-26 12:36:00,7
2020-06-26 12:36:00,2020-06-26 15:29:00,6
2020-06-26 15:29:00,2020-06-26 19:59:00,7
2020-06-26 19:59:00,2020-06-26 21:22:00,8
2020-06-26 21:22:00,2020-06-26 23:11:00,7
2020-06-26 23:11:00,2020-06-27 10:17:00,8
2020-06-27 10:17:00,2020-06-27 10:50:00,7
2020-06-27 10:50:00,2020-06-27 17:35:00,6
2020-06-27 17:35:00,2020-06-27 22:18:00,7
2020-06-27 22:18:00,2020-06-28 00:29:00,6
2020-06-28 00:29:00,2020-06-28 03:05:00,5
2020-06-28 03:05:00,2020-06-28 06:07:00,6
2020-06-28 06:07:00,2020-06-28 06:11:00,5
2020-06-28 06:11:00,2020-06-28 06:42:00,6
2020-06-28 06:42:00,2020-06-28 12:26:00,5
2020-06-28 12:26:00,2020-06-28 17:46:00,4
2020-06-28 17:46:00,2020-06-28 20:06:00,3
2020-06-28 20:06:00,2020-06-28 20:47:00,2
2020-06-28 20:47:00,2020-06-29 07:05:00,3
2020-06-29 07:05:00,2020-06-29 08:41:00,4
2020-06-29 08:41:00,2020-06-29 11:42:00,5
2020-06-29 11:42:00,2020-06-29 12:47:00,4
2020-06-29 12:47:00,2020-06-29 15:29:00,5
2020-06-29 15:29:00,2020-06-29 16:17:00,6
2020-06-29 16:17:00,2020-06-29 22:11:00,7
2020-06-29 22:11:00,2020-06-29 23:46:00,8
2020-06-29 23:46:00,2020-06-30 06:41:00,7
2020-06-30 06:41:00,2020-06-30 07:11:00,6
2020-06-30 07:11:00,2020-06-30 12:30:00,7
2020-06-30 12:30:00,2020-06-30 19:53:00,6
2020-06-30 19:53:00,2020-07-01 01:47:00,7
2020-07-01 01:47:00,2020-07-01 06:41:00,8
2020-07-01 06:41:00,2020-07-01 13:31:00,7
2020-07-01 13:31:00,2020-07-01 14:02:00,6
2020-07-01 14:02:00,2020-07-01 15:59:00,5
2020-07-01 15:59:00,2020-07-01 17:59:00,6
2020-07-01 17:59:00,2020-07-02 01:17:00,7
2020-07-02 01:17:00,2020-07-02 08:05:00,6
2020-07-02 08:05:00,2020-07-02 14:16:00,7
2020-07-02 14:16:00,2020-07-02 15:23:00,6
2020-07-02 15:23:00,2020-07-03 01:35:00,7
2020-07-03 01:35:00,2020-07-03 02:11:00,8
2020-07-03 02:11:00,2020-07-03 02:30:00,9
2020-07-03 02:30:00,2020-07-03 02:54:00,8
2020-07-03 02:54:00,2020-07-03 03:53:00,7
2020-07-03 03:53:00,2020-07-03 15:12:00,8
2020-07-03 15:12:00,2020-07-03 23:15:00,7
2020-07-03 23:15:00,2020-07-04 02:47:00,6
2020-07-04 02:47:00,2020-07-04 06:40:00,7
2020-07-04 06:40:00,2020-07-04 07:10:00,6
2020-07-04 07:10:00,2020-07-04 09:30:00,5
2020-07-04 09:30:00,2020-07-04 10:29:00,4
2020-07-04 10:29:00,2020-07-04 11:51:00,5
2020-07-04 11:51:00,2020-07-05 06:40:00,4
2020-07-05 06:40:00,2020-07-05 09:00:00,3
2020-07-05 09:00:00,2020-07-05 13:47:00,2
2020-07-05 13:47:00,2020-07-05 14:41:00,3
2020-07-05 14:41:00,2020-07-05 14:59:00,4
2020-07-05 14:59:00,2020-07-05 15:05:00,5
2020-07-05 15:05:00,2020-07-05 17:05:00,6
2020-07-05 17:05:00,2020-07-05 17:17:00,5
2020-07-05 17:17:00,2020-07-05 17:36:00,6
2020-07-05 17:36:00,2020-07-05 18:53:00,5
2020-07-05 18:53:00,2020-07-05 20:47:00,6
2020-07-05 20:47:00,2020-07-05 22:23:00,7
2020-07-05 22:23:00,2020-07-06 04:47:00,8
2020-07-06 04:47:00,2020-07-06 06:40:00,9
2020-07-06 06:40:00,2020-07-06 17:51:00,8
2020-07-06 17:51:00,2020-07-06 18:14:00,7
2020-07-06 18:14:00,2020-07-07 02:35:00,6
2020-07-07 02:35:00,2020-07-07 06:39:00,7
2020-07-07 06:39:00,2020-07-07 11:39:00,6
2020-07-07 11:39:00,2020-07-07 15:41:00,5
2020-07-07 15:41:00,2020-07-07 16:47:00,6
2020-07-07 16:47:00,2020-07-07 18:31:00,7
2020-07-07 18:31:00,2020-07-07 21:35:00,6
2020-07-07 21:35:00,2020-07-08 06:39:00,7
2020-07-08 06:39:00,2020-07-08 07:09:00,6
2020-07-08 07:09:00,2020-07-08 15:47:00,5
2020-07-08 15:47:00,2020-07-08 19:00:00,6
2020-07-08 19:00:00,2020-07-09 07:53:00,5
2020-07-09 07:53:00,2020-07-09 08:16:00,4
2020-07-09 08:16:00,2020-07-09 11:05:00,3
2020-07-09 11:05:00,2020-07-09 12:05:00,4
2020-07-09 12:05:00,2020-07-09 17:11:00,5
2020-07-09 17:11:00,2020-07-09 19:51:00,6
2020-07-09 19:51:00,2020-07-10 02:11:00,5
2020-07-10 02:11:00,2020-07-10 03:11:00,6
2020-07-10 03:11:00,2020-07-10 08:11:00,7
2020-07-10 08:11:00,2020-07-10 12:08:00,6
2020-07-10 12:08:00,2020-07-10 12:53:00,5
2020-07-10 12:53:00,2020-07-10 15:29:00,6
2020-07-10 15:29:00,2020-07-10 16:08:00,7
2020-07-10 16:08:00,2020-07-10 16:39:00,6
2020-07-10 16:39:00,2020-07-11 01:44:00,5
2020-07-11 01:44:00,2020-07-11 06:39:00,4
2020-07-11 06:39:00,2020-07-11 12:41:00,3
2020-07-11 12:41:00,2020-07-11 16:53:00,4
2020-07-11 16:53:00,2020-07-11 20:52:00,5
2020-07-11 20:52:00,2020-07-11 21:11:00,4
2020-07-11 21:11:00,2020-07-12 00:29:00,5
2020-07-12 00:29:00,2020-07-12 05:59:00,6
2020-07-12 05:59:00,2020-07-12 06:37:00,7
2020-07-12 06:37:00,2020-07-12 09:39:00,6
2020-07-12 09:39:00,2020-07-12 10:08:00,5
2020-07-12 10:08:00,2020-07-12 14:26:00,4
2020-07-12 14:26:00,2020-07-12 19:29:00,3
2020-07-12 19:29:00,2020-07-12 21:17:00,4
2020-07-12 21:17:00,2020-07-13 03:35:00,5
2020-07-13 03:35:00,2020-07-13 06:36:00,6
2020-07-13 06:36:00,2020-07-13 07:11:00,5
2020-07-13 07:11:00,2020-07-13 10:21:00,6
2020-07-13 10:21:00,2020-07-13 10:29:00,5
2020-07-13 10:29:00,2020-07-13 10:44:00,6
2020-07-13 10:44:00,2020-07-13 14:11:00,5
2020-07-13 14:11:00,2020-07-13 15:38:00,6
2020-07-13 15:38:00,2020-07-14 01:11:00,5
2020-07-14 01:11:00,2020-07-14 03:24:00,6
2020-07-14 03:24:00,2020-07-14 03:47:00,5
2020-07-14 03:47:00,2020-07-14 08:11:00,4
2020-07-14 08:11:00,2020-07-14 10:55:00,5
2020-07-14 10:55:00,2020-07-14 12:05:00,4
2020-07-14 12:05:00,2020-07-14 12:11:00,5
2020-07-14 12:11:00,2020-07-14 15:15:00,6
2020-07-14 15:15:00,2020-07-14 15:35:00,5
2020-07-14 15:35:00,2020-07-15 00:05:00,6
2020-07-15 00:05:00,2020-07-15 01:53:00,7
2020-07-15 01:53:00,2020-07-15 06:35:00,8
2020-07-15 06:35:00,2020-07-15 07:06:00,7
2020-07-15 07:06:00,2020-07-15 12:56:00,6
2020-07-15 12:56:00,2020-07-15 19:53:00,5
2020-07-15 19:53:00,2020-07-15 23:45:00,6
2020-07-15 23:45:00,2020-07-16 06:53:00,5
2020-07-16 06:53:00,2020-07-16 09:47:00,6
2020-07-16 09:47:00,2020-07-16 12:36:00,7
2020-07-16 12:36:00,2020-07-16 20:17:00,6
2020-07-16 20:17:00,2020-07-16 20:47:00,7
2020-07-16 20:47:00,2020-07-17 00:45:00,6
2020-07-17 00:45:00,2020-07-17 00:47:00,5
2020-07-17 00:47:00,2020-07-17 01:53:00,7
2020-07-17 01:53:00,2020-07-17 04:23:00,8
2020-07-17 04:23:00,2020-07-17 06:09:00,9
2020-07-17 06:09:00,2020-07-17 13:37:00,8
2020-07-17 13:37:00,2020-07-17 15:29:00,7
2020-07-17 15:29:00,2020-07-17 16:17:00,8
2020-07-17 16:17:00,2020-07-17 18:11:00,9
2020-07-17 18:11:00,2020-07-17 19:22:00,10
2020-07-17 19:22:00,2020-07-17 21:42:00,9
2020-07-17 21:42:00,2020-07-18 01:57:00,8
2020-07-18 01:57:00,2020-07-18 09:57:00,7
2020-07-18 09:57:00,2020-07-18 10:17:00,6
2020-07-18 10:17:00,2020-07-18 11:53:00,7
2020-07-18 11:53:00,2020-07-18 20:17:00,8
2020-07-18 20:17:00,2020-07-18 21:19:00,9
2020-07-18 21:19:00,2020-07-18 23:53:00,8
2020-07-18 23:53:00,2020-07-19 03:26:00,9
2020-07-19 03:26:00,2020-07-19 03:49:00,8
2020-07-19 03:49:00,2020-07-19 04:17:00,7
2020-07-19 04:17:00,2020-07-19 07:56:00,8
2020-07-19 07:56:00,2020-07-19 11:35:00,7
2020-07-19 11:35:00,2020-07-19 15:48:00,8
2020-07-19 15:48:00,2020-07-19 20:29:00,7
2020-07-19 20:29:00,2020-07-19 23:54:00,8
2020-07-19 23:54:00,2020-07-20 04:30:00,7
2020-07-20 04:30:00,2020-07-20 05:47:00,6
2020-07-20 05:47:00,2020-07-20 06:32:00,7
2020-07-20 06:32:00,2020-07-20 12:38:00,6
2020-07-20 12:38:00,2020-07-20 12:41:00,5
2020-07-20 12:41:00,2020-07-20 16:50:00,6
2020-07-20 16:50:00,2020-07-20 18:23:00,5
2020-07-20 18:23:00,2020-07-20 18:53:00,6
2020-07-20 18:53:00,2020-07-21 00:34:00,7
2020-07-21 00:34:00,2020-07-21 06:31:00,6
2020-07-21 06:31:00,2020-07-21 07:11:00,5
2020-07-21 07:11:00,2020-07-21 10:29:00,6
2020-07-21 10:29:00,2020-07-21 11:05:00,7
2020-07-21 11:05:00,2020-07-21 14:10:00,8
2020-07-21 14:10:00,2020-07-21 15:59:00,7
2020-07-21 15:59:00,2020-07-21 17:47:00,8
2020-07-21 17:47:00,2020-07-22 00:47:00,7
2020-07-22 00:47:00,2020-07-22 04:41:00,8
2020-07-22 04:41:00,2020-07-22 06:30:00,9
2020-07-22 06:30:00,2020-07-22 07:00:00,8
2020-07-22 07:00:00,2020-07-22 10:00:00,7
2020-07-22 10:00:00,2020-07-22 18:40:00,6
2020-07-22 18:40:00,2020-07-22 22:11:00,5
2020-07-22 22:11:00,2020-07-23 06:30:00,6
2020-07-23 06:30:00,2020-07-23 17:23:00,5
2020-07-23 17:23:00,2020-07-23 19:38:00,6
2020-07-23 19:38:00,2020-07-23 23:47:00,5
2020-07-23 23:47:00,2020-07-24 01:29:00,6
2020-07-24 01:29:00,2020-07-24 02:41:00,7
2020-07-24 02:41:00,2020-07-24 06:29:00,8
2020-07-24 06:29:00,2020-07-24 09:17:00,7
2020-07-24 09:17:00,2020-07-24 09:50:00,6
2020-07-24 09:50:00,2020-07-24 10:10:00,5
2020-07-24 10:10:00,2020-07-24 12:30:00,4
2020-07-24 12:30:00,2020-07-24 21:17:00,3
2020-07-24 21:17:00,2020-07-25 01:17:00,4
2020-07-25 01:17:00,2020-07-25 04:54:00,5
2020-07-25 04:54:00,2020-07-25 06:29:00,4
2020-07-25 06:29:00,2020-07-25 07:29:00,5
2020-07-25 07:29:00,2020-07-25 09:04:00,6
2020-07-25 09:04:00,2020-07-25 09:24:00,5
2020-07-25 09:24:00,2020-07-25 17:26:00,4
2020-07-25 17:26:00,2020-07-25 21:29:00,3
2020-07-25 21:29:00,2020-07-26 00:35:00,4
2020-07-26 00:35:00,2020-07-26 05:11:00,5
2020-07-26 05:11:00,2020-07-26 09:46:00,6
2020-07-26 09:46:00,2020-07-26 10:16:00,5
2020-07-26 10:16:00,2020-07-26 11:53:00,4
2020-07-26 11:53:00,2020-07-26 14:17:00,5
2020-07-26 14:17:00,2020-07-26 16:50:00,6
2020-07-26 16:50:00,2020-07-27 06:26:00,5
2020-07-27 06:26:00,2020-07-27 10:19:00,4
2020-07-27 10:19:00,2020-07-27 16:05:00,3
2020-07-27 16:05:00,2020-07-27 20:29:00,4
2020-07-27 20:29:00,2020-07-27 22:17:00,5
2020-07-27 22:17:00,2020-07-27 22:22:00,6
2020-07-27 22:22:00,2020-07-28 04:59:00,5
2020-07-28 04:59:00,2020-07-28 11:10:00,6
2020-07-28 11:10:00,2020-07-28 11:42:00,5
2020-07-28 11:42:00,2020-07-28 19:41:00,4
2020-07-28 19:41:00,2020-07-28 20:05:00,5
2020-07-28 20:05:00,2020-07-28 20:14:00,6
2020-07-28 20:14:00,2020-07-28 20:59:00,5
2020-07-28 20:59:00,2020-07-29 01:17:00,6
2020-07-29 01:17:00,2020-07-29 02:53:00,7
2020-07-29 02:53:00,2020-07-29 04:05:00,8
2020-07-29 04:05:00,2020-07-29 07:16:00,9
2020-07-29 07:16:00,2020-07-29 16:35:00,8
2020-07-29 16:35:00,2020-07-29 17:05:00,9
2020-07-29 17:05:00,2020-07-29 20:59:00,10
2020-07-29 20:59:00,2020-07-29 23:41:00,11
2020-07-29 23:41:00,2020-07-30 00:32:00,12
2020-07-30 00:32:00,2020-07-30 02:25:00,11
2020-07-30 02:25:00,2020-07-30 04:23:00,10
2020-07-30 04:23:00,2020-07-30 05:29:00,11
2020-07-30 05:29:00,2020-07-30 07:41:00,12
2020-07-30 07:41:00,2020-07-30 08:59:00,13
2020-07-30 08:59:00,2020-07-30 11:47:00,14
2020-07-30 11:47:00,2020-07-30 12:27:00,15
2020-07-30 12:27:00,2020-07-30 15:39:00,14
2020-07-30 15:39:00,2020-07-30 21:53:00,13
2020-07-30 21:53:00,2020-07-31 00:23:00,14
2020-07-31 00:23:00,2020-07-31 04:11:00,15
2020-07-31 04:11:00,2020-07-31 05:29:00,16
2020-07-31 05:29:00,2020-07-31 06:23:00,17
2020-07-31 06:23:00,2020-07-31 06:53:00,16
2020-07-31 06:53:00,2020-07-31 10:23:00,15
2020-07-31 10:23:00,2020-07-31 13:19:00,16
2020-07-31 13:19:00,2020-07-31 16:17:00,15
2020-07-31 16:17:00,2020-08-01 01:47:00,16
2020-08-01 01:47:00,2020-08-01 02:07:00,15
2020-08-01 02:07:00,2020-08-01 08:35:00,14
2020-08-01 08:35:00,2020-08-01 14:38:00,15
2020-08-01 14:38:00,2020-08-01 15:08:00,14
2020-08-01 15:08:00,2020-08-01 15:39:00,13
2020-08-01 15:39:00,2020-08-01 19:35:00,12
2020-08-01 19:35:00,2020-08-01 22:41:00,13
2020-08-01 22:41:00,2020-08-02 01:53:00,15
2020-08-02 01:53:00,2020-08-02 01:57:00,16
2020-08-02 01:57:00,2020-08-02 04:12:00,15
2020-08-02 04:12:00,2020-08-02 07:11:00,14
2020-08-02 07:11:00,2020-08-02 08:53:00,15
2020-08-02 08:53:00,2020-08-02 10:59:00,16
2020-08-02 10:59:00,2020-08-02 12:29:00,17
2020-08-02 12:29:00,2020-08-02 15:22:00,18
2020-08-02 15:22:00,2020-08-03 00:17:00,17
2020-08-03 00:17:00,2020-08-03 04:59:00,18
2020-08-03 04:59:00,2020-08-03 06:20:00,19
2020-08-03 06:20:00,2020-08-03 08:40:00,18
2020-08-03 08:40:00,2020-08-03 16:19:00,17
2020-08-03 16:19:00,2020-08-03 16:42:00,16
2020-08-03 16:42:00,2020-08-03 21:35:00,15
2020-08-03 21:35:00,2020-08-04 01:48:00,16
2020-08-04 01:48:00,2020-08-04 06:19:00,15
2020-08-04 06:19:00,2020-08-04 09:05:00,14
2020-08-04 09:05:00,2020-08-04 11:11:00,15
2020-08-04 11:11:00,2020-08-04 14:29:00,16
2020-08-04 14:29:00,2020-08-04 17:10:00,17
2020-08-04 17:10:00,2020-08-04 17:33:00,16
2020-08-04 17:33:00,2020-08-04 19:43:00,15
2020-08-04 19:43:00,2020-08-05 06:17:00,14
2020-08-05 06:17:00,2020-08-05 06:47:00,15
2020-08-05 06:47:00,2020-08-05 16:41:00,16
2020-08-05 16:41:00,2020-08-05 19:25:00,17
2020-08-05 19:25:00,2020-08-05 19:48:00,16
2020-08-05 19:48:00,2020-08-06 06:28:00,15
2020-08-06 06:28:00,2020-08-06 10:11:00,14
2020-08-06 10:11:00,2020-08-06 10:44:00,13
2020-08-06 10:44:00,2020-08-06 16:07:00,12
2020-08-06 16:07:00,2020-08-06 17:11:00,11
2020-08-06 17:11:00,2020-08-06 22:59:00,12
2020-08-06 22:59:00,2020-08-07 03:11:00,11
2020-08-07 03:11:00,2020-08-07 06:16:00,12
2020-08-07 06:16:00,2020-08-07 07:11:00,11
2020-08-07 07:11:00,2020-08-07 10:55:00,12
2020-08-07 10:55:00,2020-08-07 17:03:00,11
2020-08-07 17:03:00,2020-08-07 19:18:00,10
2020-08-07 19:18:00,2020-08-08 07:44:00,9
2020-08-08 07:44:00,2020-08-08 10:05:00,8
2020-08-08 10:05:00,2020-08-08 14:41:00,7
2020-08-08 14:41:00,2020-08-08 15:41:00,8
2020-08-08 15:41:00,2020-08-09 03:29:00,9
2020-08-09 03:29:00,2020-08-09 06:13:00,10
2020-08-09 06:13:00,2020-08-09 08:38:00,9
2020-08-09 08:38:00,2020-08-09 11:59:00,8
2020-08-09 11:59:00,2020-08-09 13:59:00,9
2020-08-09 13:59:00,2020-08-10 00:42:00,8
2020-08-10 00:42:00,2020-08-10 02:53:00,7
2020-08-10 02:53:00,2020-08-10 06:12:00,8
2020-08-10 06:12:00,2020-08-10 13:35:00,7
2020-08-10 13:35:00,2020-08-11 04:53:00,8
2020-08-11 04:53:00,2020-08-11 05:18:00,9
