start,end,value
2020-03-13 22:59:00,2020-03-14 08:29:00,12
2020-03-14 08:29:00,2020-03-14 19:23:00,11
2020-03-14 19:23:00,2020-03-14 21:06:00,12
2020-03-14 21:06:00,2020-03-14 21:36:00,11
2020-03-14 21:36:00,2020-03-15 05:45:00,10
2020-03-15 05:45:00,2020-03-15 05:53:00,9
2020-03-15 05:53:00,2020-03-15 07:29:00,10
2020-03-15 07:29:00,2020-03-15 10:07:00,11
2020-03-15 10:07:00,2020-03-15 12:53:00,10
2020-03-15 12:53:00,2020-03-15 18:29:00,9
2020-03-15 18:29:00,2020-03-15 21:19:00,10
2020-03-15 21:19:00,2020-03-16 09:42:00,9
2020-03-16 09:42:00,2020-03-16 10:05:00,8
2020-03-16 10:05:00,2020-03-16 12:59:00,7
2020-03-16 12:59:00,2020-03-16 14:29:00,8
2020-03-16 14:29:00,2020-03-16 17:59:00,9
2020-03-16 17:59:00,2020-03-16 18:23:00,10
2020-03-16 18:23:00,2020-03-16 18:29:00,11
2020-03-16 18:29:00,2020-03-16 18:35:00,12
2020-03-16 18:35:00,2020-03-16 18:45:00,13
2020-03-16 18:45:00,2020-03-17 04:36:00,12
2020-03-17 04:36:00,2020-03-17 05:46:00,11
2020-03-17 05:46:00,2020-03-17 06:16:00,10
2020-03-17 06:16:00,2020-03-17 08:36:00,9
2020-03-17 08:36:00,2020-03-17 09:11:00,8
2020-03-17 09:11:00,2020-03-17 19:29:00,9
2020-03-17 19:29:00,2020-03-18 05:23:00,10
2020-03-18 05:23:00,2020-03-18 05:47:00,9
2020-03-18 05:47:00,2020-03-18 06:41:00,8
2020-03-18 06:41:00,2020-03-18 11:12:00,9
2020-03-18 11:12:00,2020-03-18 11:43:00,8
2020-03-18 11:43:00,2020-03-18 12:11:00,7
2020-03-18 12:11:00,2020-03-18 21:17:00,8
2020-03-18 21:17:00,2020-03-18 21:46:00,9
2020-03-18 21:46:00,2020-03-19 01:11:00,8
2020-03-19 01:11:00,2020-03-19 05:48:00,9
2020-03-19 05:48:00,2020-03-19 12:29:00,8
2020-03-19 12:29:00,2020-03-19 12:53:00,9
2020-03-19 12:53:00,2020-03-19 17:41:00,10
2020-03-19 17:41:00,2020-03-19 20:47:00,11
2020-03-19 20:47:00,2020-03-19 21:05:00,12
2020-03-19 21:05:00,2020-03-19 23:53:00,13
2020-03-19 23:53:00,2020-03-20 12:46:00,12
2020-03-20 12:46:00,2020-03-20 15:05:00,11
2020-03-20 15:05:00,2020-03-21 00:48:00,12
2020-03-21 00:48:00,2020-03-21 04:59:00,11
2020-03-21 04:59:00,2020-03-21 05:23:00,12
2020-03-21 05:23:00,2020-03-21 06:17:00,13
2020-03-21 06:17:00,2020-03-21 10:23:00,14
2020-03-21 10:23:00,2020-03-21 14:02:00,15
2020-03-21 14:02:00,2020-03-21 14:35:00,14
2020-03-21 14:35:00,2020-03-21 16:29:00,13
2020-03-21 16:29:00,2020-03-21 17:41:00,14
2020-03-21 17:41:00,2020-03-21 18:53:00,15
2020-03-21 18:53:00,2020-03-21 19:25:00,16
2020-03-21 19:25:00,2020-03-21 21:53:00,15
2020-03-21 21:53:00,2020-03-22 01:54:00,16
2020-03-22 01:54:00,2020-03-22 06:29:00,15
2020-03-22 06:29:00,2020-03-22 11:57:00,16
2020-03-22 11:57:00,2020-03-22 13:35:00,15
2020-03-22 13:35:00,2020-03-22 13:41:00,16
2020-03-22 13:41:00,2020-03-22 15:13:00,17
2020-03-22 15:13:00,2020-03-22 15:36:00,16
2020-03-22 15:36:00,2020-03-22 17:46:00,15
2020-03-22 17:46:00,2020-03-22 17:53:00,14
2020-03-22 17:53:00,2020-03-23 03:35:00,15
2020-03-23 03:35:00,2020-03-23 04:03:00,16
2020-03-23 04:03:00,2020-03-23 10:38:00,15
2020-03-23 10:38:00,2020-03-23 12:41:00,14
2020-03-23 12:41:00,2020-03-23 16:14:00,15
2020-03-23 16:14:00,2020-03-23 16:47:00,14
2020-03-23 16:47:00,2020-03-24 02:18:00,13
2020-03-24 02:18:00,2020-03-24 07:11:00,12
2020-03-24 07:11:00,2020-03-24 07:59:00,13
2020-03-24 07:59:00,2020-03-24 08:17:00,14
2020-03-24 08:17:00,2020-03-24 09:53:00,15
2020-03-24 09:53:00,2020-03-24 17:03:00,16
2020-03-24 17:03:00,2020-03-24 17:26:00,15
2020-03-24 17:26:00,2020-03-24 17:49:00,14
2020-03-24 17:49:00,2020-03-24 20:00:00,13
2020-03-24 20:00:00,2020-03-25 02:17:00,12
2020-03-25 02:17:00,2020-03-25 09:22:00,13
2020-03-25 09:22:00,2020-03-25 12:46:00,12
2020-03-25 12:46:00,2020-03-25 14:59:00,11
2020-03-25 14:59:00,2020-03-25 18:53:00,12
2020-03-25 18:53:00,2020-03-25 18:59:00,13
2020-03-25 18:59:00,2020-03-25 19:05:00,14
2020-03-25 19:05:00,2020-03-26 01:11:00,15
2020-03-26 01:11:00,2020-03-26 05:04:00,14
2020-03-26 05:04:00,2020-03-26 12:16:00,13
2020-03-26 12:16:00,2020-03-26 15:29:00,12
2020-03-26 15:29:00,2020-03-26 21:59:00,13
2020-03-26 21:59:00,2020-03-27 01:58:00,14
2020-03-27 01:58:00,2020-03-27 03:47:00,13
2020-03-27 03:47:00,2020-03-27 06:43:00,14
2020-03-27 06:43:00,2020-03-27 07:13:00,13
2020-03-27 07:13:00,2020-03-27 09:11:00,12
2020-03-27 09:11:00,2020-03-27 14:52:00,13
2020-03-27 14:52:00,2020-03-27 16:17:00,12
2020-03-27 16:17:00,2020-03-27 19:36:00,13
2020-03-27 19:36:00,2020-03-27 19:41:00,12
2020-03-27 19:41:00,2020-03-27 23:41:00,13
2020-03-27 23:41:00,2020-03-28 07:24:00,14
2020-03-28 07:24:00,2020-03-28 10:23:00,13
2020-03-28 10:23:00,2020-03-28 19:50:00,14
2020-03-28 19:50:00,2020-03-28 22:47:00,13
2020-03-28 22:47:00,2020-03-29 07:05:00,14
2020-03-29 07:05:00,2020-03-29 08:34:00,15
2020-03-29 08:34:00,2020-03-29 09:04:00,14
2020-03-29 09:04:00,2020-03-29 09:37:00,13
2020-03-29 09:37:00,2020-03-29 11:48:00,12
2020-03-29 11:48:00,2020-03-29 14:53:00,11
2020-03-29 14:53:00,2020-03-29 20:36:00,12
2020-03-29 20:36:00,2020-03-29 23:53:00,11
2020-03-29 23:53:00,2020-03-30 08:10:00,12
2020-03-30 08:10:00,2020-03-30 10:36:00,11
2020-03-30 10:36:00,2020-03-30 12:05:00,10
2020-03-30 12:05:00,2020-03-30 12:23:00,11
2020-03-30 12:23:00,2020-03-30 16:11:00,12
2020-03-30 16:11:00,2020-03-30 18:41:00,13
2020-03-30 18:41:00,2020-03-30 19:47:00,14
2020-03-30 19:47:00,2020-03-30 19:59:00,15
2020-03-30 19:59:00,2020-03-30 21:25:00,16
2020-03-30 21:25:00,2020-03-30 23:45:00,15
2020-03-30 23:45:00,2020-03-31 05:56:00,14
2020-03-31 05:56:00,2020-03-31 10:24:00,13
2020-03-31 10:24:00,2020-03-31 17:23:00,12
2020-03-31 17:23:00,2020-03-31 19:35:00,13
2020-03-31 19:35:00,2020-03-31 22:25:00,14
2020-03-31 22:25:00,2020-03-31 22:55:00,13
2020-03-31 22:55:00,2020-04-01 01:17:00,12
2020-04-01 01:17:00,2020-04-01 14:17:00,13
2020-04-01 14:17:00,2020-04-01 18:25:00,14
2020-04-01 18:25:00,2020-04-01 23:09:00,13
2020-04-01 23:09:00,2020-04-02 01:35:00,12
2020-04-02 01:35:00,2020-04-02 14:00:00,13
2020-04-02 14:00:00,2020-04-02 20:11:00,12
2020-04-02 20:11:00,2020-04-03 02:17:00,13
2020-04-03 02:17:00,2020-04-03 04:28:00,12
2020-04-03 04:28:00,2020-04-03 10:17:00,11
2020-04-03 10:17:00,2020-04-03 13:11:00,12
2020-04-03 13:11:00,2020-04-03 15:17:00,11
2020-04-03 15:17:00,2020-04-03 17:35:00,12
2020-04-03 17:35:00,2020-04-03 22:05:00,11
2020-04-03 22:05:00,2020-04-04 01:11:00,12
2020-04-04 01:11:00,2020-04-04 03:05:00,11
2020-04-04 03:05:00,2020-04-04 03:47:00,12
2020-04-04 03:47:00,2020-04-04 05:59:00,13
2020-04-04 05:59:00,2020-04-04 07:11:00,12
2020-04-04 07:11:00,2020-04-04 11:47:00,13
2020-04-04 11:47:00,2020-04-04 12:41:00,14
2020-04-04 12:41:00,2020-04-04 14:33:00,15
2020-04-04 14:33:00,2020-04-04 14:56:00,14
2020-04-04 14:56:00,2020-04-04 19:23:00,13
2020-04-04 19:23:00,2020-04-05 05:11:00,12
2020-04-05 05:11:00,2020-04-05 05:41:00,13
2020-04-05 05:41:00,2020-04-05 06:36:00,14
2020-04-05 06:36:00,2020-04-05 09:29:00,13
2020-04-05 09:29:00,2020-04-05 15:29:00,14
2020-04-05 15:29:00,2020-04-05 19:23:00,13
2020-04-05 19:23:00,2020-04-05 21:59:00,14
2020-04-05 21:59:00,2020-04-06 03:27:00,13
2020-04-06 03:27:00,2020-04-06 07:35:00,12
2020-04-06 07:35:00,2020-04-06 13:21:00,13
2020-04-06 13:21:00,2020-04-06 22:29:00,12
2020-04-06 22:29:00,2020-04-07 04:26:00,13
2020-04-07 04:26:00,2020-04-07 06:01:00,12
2020-04-07 06:01:00,2020-04-07 06:05:00,11
2020-04-07 06:05:00,2020-04-07 06:31:00,12
2020-04-07 06:31:00,2020-04-07 08:41:00,11
2020-04-07 08:41:00,2020-04-07 09:38:00,12
2020-04-07 09:38:00,2020-04-07 15:29:00,11
2020-04-07 15:29:00,2020-04-07 17:15:00,12
2020-04-07 17:15:00,2020-04-07 18:35:00,11
2020-04-07 18:35:00,2020-04-07 22:14:00,12
2020-04-07 22:14:00,2020-04-08 04:24:00,11
2020-04-08 04:24:00,2020-04-08 14:59:00,10
2020-04-08 14:59:00,2020-04-08 17:57:00,11
2020-04-08 17:57:00,2020-04-09 04:23:00,10
2020-04-09 04:23:00,2020-04-09 07:37:00,11
2020-04-09 07:37:00,2020-04-09 08:33:00,10
2020-04-09 08:33:00,2020-04-09 10:17:00,9
2020-04-09 10:17:00,2020-04-09 17:08:00,10
2020-04-09 17:08:00,2020-04-09 21:59:00,9
2020-04-09 21:59:00,2020-04-10 05:05:00,10
2020-04-10 05:05:00,2020-04-10 06:54:00,11
2020-04-10 06:54:00,2020-04-10 07:27:00,10
2020-04-10 07:27:00,2020-04-10 07:29:00,9
2020-04-10 07:29:00,2020-04-10 15:35:00,10
2020-04-10 15:35:00,2020-04-10 19:10:00,11
2020-04-10 19:10:00,2020-04-10 19:40:00,10
2020-04-10 19:40:00,2020-04-11 04:41:00,9
2020-04-11 04:41:00,2020-04-11 07:25:00,10
2020-04-11 07:25:00,2020-04-11 07:55:00,9
2020-04-11 07:55:00,2020-04-11 09:53:00,8
2020-04-11 09:53:00,2020-04-11 11:23:00,9
2020-04-11 11:23:00,2020-04-11 16:56:00,10
2020-04-11 16:56:00,2020-04-11 22:35:00,9
2020-04-11 22:35:00,2020-04-12 06:05:00,10
2020-04-12 06:05:00,2020-04-12 08:30:00,9
2020-04-12 08:30:00,2020-04-12 12:29:00,8
2020-04-12 12:29:00,2020-04-12 16:29:00,9
2020-04-12 16:29:00,2020-04-12 19:23:00,10
2020-04-12 19:23:00,2020-04-12 20:34:00,11
2020-04-12 20:34:00,2020-04-12 20:57:00,10
2020-04-12 20:57:00,2020-04-12 21:23:00,9
2020-04-12 21:23:00,2020-04-13 00:05:00,10
2020-04-13 00:05:00,2020-04-13 06:05:00,11
2020-04-13 06:05:00,2020-04-13 08:41:00,10
2020-04-13 08:41:00,2020-04-13 11:38:00,9
2020-04-13 11:38:00,2020-04-13 20:47:00,8
2020-04-13 20:47:00,2020-04-14 04:29:00,7
2020-04-14 04:29:00,2020-04-14 06:06:00,8
2020-04-14 06:06:00,2020-04-14 06:23:00,7
2020-04-14 06:23:00,2020-04-15 06:07:00,8
2020-04-15 06:07:00,2020-04-15 10:41:00,7
2020-04-15 10:41:00,2020-04-15 11:53:00,8
2020-04-15 11:53:00,2020-04-15 12:18:00,9
2020-04-15 12:18:00,2020-04-15 17:29:00,8
2020-04-15 17:29:00,2020-04-15 18:29:00,9
2020-04-15 18:29:00,2020-04-15 22:17:00,10
2020-04-15 22:17:00,2020-04-16 02:54:00,11
2020-04-16 02:54:00,2020-04-16 03:41:00,10
2020-04-16 03:41:00,2020-04-16 08:04:00,11
2020-04-16 08:04:00,2020-04-16 14:41:00,10
2020-04-16 14:41:00,2020-04-16 15:06:00,11
2020-04-16 15:06:00,2020-04-16 17:58:00,10
2020-04-16 17:58:00,2020-04-17 04:05:00,9
2020-04-17 04:05:00,2020-04-17 05:23:00,10
2020-04-17 05:23:00,2020-04-17 11:28:00,11
2020-04-17 11:28:00,2020-04-17 14:35:00,10
2020-04-17 14:35:00,2020-04-17 15:00:00,11
2020-04-17 15:00:00,2020-04-18 03:37:00,10
2020-04-18 03:37:00,2020-04-18 06:09:00,9
2020-04-18 06:09:00,2020-04-18 06:39:00,8
2020-04-18 06:39:00,2020-04-18 06:41:00,7
2020-04-18 06:41:00,2020-04-18 08:59:00,8
2020-04-18 08:59:00,2020-04-18 14:25:00,7
2020-04-18 14:25:00,2020-04-18 21:43:00,6
2020-04-18 21:43:00,2020-04-18 22:17:00,5
2020-04-18 22:17:00,2020-04-18 23:59:00,6
2020-04-18 23:59:00,2020-04-19 02:53:00,7
2020-04-19 02:53:00,2020-04-19 13:19:00,8
2020-04-19 13:19:00,2020-04-20 01:20:00,7
2020-04-20 01:20:00,2020-04-20 01:35:00,6
2020-04-20 01:35:00,2020-04-20 06:10:00,7
2020-04-20 06:10:00,2020-04-20 14:11:00,6
2020-04-20 14:11:00,2020-04-20 14:32:00,7
2020-04-20 14:32:00,2020-04-20 15:05:00,6
2020-04-20 15:05:00,2020-04-20 19:05:00,5
2020-04-20 19:05:00,2020-04-21 02:15:00,6
2020-04-21 02:15:00,2020-04-21 07:29:00,5
2020-04-21 07:29:00,2020-04-21 09:11:00,6
2020-04-21 09:11:00,2020-04-21 09:34:00,7
2020-04-21 09:34:00,2020-04-21 15:17:00,6
2020-04-21 15:17:00,2020-04-21 15:21:00,7
2020-04-21 15:21:00,2020-04-21 19:02:00,6
2020-04-21 19:02:00,2020-04-21 19:41:00,5
2020-04-21 19:41:00,2020-04-21 21:41:00,6
2020-04-21 21:41:00,2020-04-22 00:35:00,7
2020-04-22 00:35:00,2020-04-22 08:17:00,8
2020-04-22 08:17:00,2020-04-22 11:41:00,9
2020-04-22 11:41:00,2020-04-22 16:13:00,10
2020-04-22 16:13:00,2020-04-22 17:41:00,9
2020-04-22 17:41:00,2020-04-22 21:35:00,10
2020-04-22 21:35:00,2020-04-22 23:17:00,11
2020-04-22 23:17:00,2020-04-23 04:19:00,12
2020-04-23 04:19:00,2020-04-23 07:29:00,11
2020-04-23 07:29:00,2020-04-23 09:39:00,12
2020-04-23 09:39:00,2020-04-23 17:02:00,11
2020-04-23 17:02:00,2020-04-24 03:41:00,10
2020-04-24 03:41:00,2020-04-24 06:35:00,11
2020-04-24 06:35:00,2020-04-24 07:09:00,12
2020-04-24 07:09:00,2020-04-24 17:59:00,11
2020-04-24 17:59:00,2020-04-24 18:29:00,10
2020-04-24 18:29:00,2020-04-24 18:41:00,11
2020-04-24 18:41:00,2020-04-24 20:20:00,12
2020-04-24 20:20:00,2020-04-25 06:14:00,11
2020-04-25 06:14:00,2020-04-25 06:45:00,10
2020-04-25 06:45:00,2020-04-25 07:47:00,9
2020-04-25 07:47:00,2020-04-25 15:35:00,10
2020-04-25 15:35:00,2020-04-25 17:23:00,11
2020-04-25 17:23:00,2020-04-26 06:15:00,12
2020-04-26 06:15:00,2020-04-26 06:45:00,11
2020-04-26 06:45:00,2020-04-26 07:05:00,10
2020-04-26 07:05:00,2020-04-26 09:10:00,11
2020-04-26 09:10:00,2020-04-26 14:35:00,10
2020-04-26 14:35:00,2020-04-26 19:36:00,11
2020-04-26 19:36:00,2020-04-26 20:17:00,10
2020-04-26 20:17:00,2020-04-27 01:29:00,11
2020-04-27 01:29:00,2020-04-27 02:29:00,12
2020-04-27 02:29:00,2020-04-27 06:15:00,13
2020-04-27 06:15:00,2020-04-27 08:50:00,12
2020-04-27 08:50:00,2020-04-27 09:20:00,11
2020-04-27 09:20:00,2020-04-27 10:11:00,10
2020-04-27 10:11:00,2020-04-27 11:35:00,11
2020-04-27 11:35:00,2020-04-27 17:47:00,12
2020-04-27 17:47:00,2020-04-27 20:15:00,13
2020-04-27 20:15:00,2020-04-28 00:47:00,12
2020-04-28 00:47:00,2020-04-28 09:15:00,13
2020-04-28 09:15:00,2020-04-28 09:45:00,12
2020-04-28 09:45:00,2020-04-28 10:18:00,11
2020-04-28 10:18:00,2020-04-28 16:23:00,10
2020-04-28 16:23:00,2020-04-28 16:59:00,11
2020-04-28 16:59:00,2020-04-28 18:41:00,12
2020-04-28 18:41:00,2020-04-29 00:05:00,13
2020-04-29 00:05:00,2020-04-29 05:42:00,14
2020-04-29 05:42:00,2020-04-29 10:04:00,13
2020-04-29 10:04:00,2020-04-29 10:24:00,12
2020-04-29 10:24:00,2020-04-29 22:59:00,11
2020-04-29 22:59:00,2020-04-29 23:23:00,10
2020-04-29 23:23:00,2020-04-30 05:11:00,11
2020-04-30 05:11:00,2020-04-30 10:52:00,12
2020-04-30 10:52:00,2020-04-30 12:59:00,11
2020-04-30 12:59:00,2020-04-30 14:35:00,12
2020-04-30 14:35:00,2020-04-30 22:52:00,11
2020-04-30 22:52:00,2020-05-01 03:29:00,10
2020-05-01 03:29:00,2020-05-01 13:17:00,11
2020-05-01 13:17:00,2020-05-01 16:29:00,10
2020-05-01 16:29:00,2020-05-01 21:35:00,11
2020-05-01 21:35:00,2020-05-01 23:56:00,12
2020-05-01 23:56:00,2020-05-02 00:27:00,11
2020-05-02 00:27:00,2020-05-02 02:47:00,10
2020-05-02 02:47:00,2020-05-02 07:18:00,9
2020-05-02 07:18:00,2020-05-03 01:05:00,8
2020-05-03 01:05:00,2020-05-03 02:23:00,7
2020-05-03 02:23:00,2020-05-03 03:47:00,8
2020-05-03 03:47:00,2020-05-03 06:20:00,9
2020-05-03 06:20:00,2020-05-03 06:51:00,8
2020-05-03 06:51:00,2020-05-03 13:56:00,7
2020-05-03 13:56:00,2020-05-03 14:19:00,6
2020-05-03 14:19:00,2020-05-03 18:41:00,5
2020-05-03 18:41:00,2020-05-03 18:59:00,6
2020-05-03 18:59:00,2020-05-03 19:17:00,7
2020-05-03 19:17:00,2020-05-03 22:47:00,8
2020-05-03 22:47:00,2020-05-04 01:48:00,9
2020-05-04 01:48:00,2020-05-04 05:23:00,8
2020-05-04 05:23:00,2020-05-04 10:17:00,9
2020-05-04 10:17:00,2020-05-04 10:59:00,10
2020-05-04 10:59:00,2020-05-04 15:06:00,11
2020-05-04 15:06:00,2020-05-04 15:26:00,10
2020-05-04 15:26:00,2020-05-04 19:19:00,9
2020-05-04 19:19:00,2020-05-04 21:05:00,8
2020-05-04 21:05:00,2020-05-04 21:47:00,9
2020-05-04 21:47:00,2020-05-04 22:07:00,8
2020-05-04 22:07:00,2020-05-05 06:15:00,7
2020-05-05 06:15:00,2020-05-05 14:11:00,6
2020-05-05 14:11:00,2020-05-05 16:26:00,5
2020-05-05 16:26:00,2020-05-06 04:11:00,4
2020-05-06 04:11:00,2020-05-06 06:22:00,3
2020-05-06 06:22:00,2020-05-06 07:23:00,2
2020-05-06 07:23:00,2020-05-06 09:35:00,3
2020-05-06 09:35:00,2020-05-06 10:48:00,4
2020-05-06 10:48:00,2020-05-06 14:41:00,3
2020-05-06 14:41:00,2020-05-06 20:59:00,4
2020-05-06 20:59:00,2020-05-07 04:45:00,5
2020-05-07 04:45:00,2020-05-07 04:53:00,4
2020-05-07 04:53:00,2020-05-07 16:29:00,5
2020-05-07 16:29:00,2020-05-07 17:17:00,6
2020-05-07 17:17:00,2020-05-07 18:41:00,7
2020-05-07 18:41:00,2020-05-07 22:23:00,8
2020-05-07 22:23:00,2020-05-08 05:51:00,9
2020-05-08 05:51:00,2020-05-08 06:23:00,8
2020-05-08 06:23:00,2020-05-08 06:56:00,7
2020-05-08 06:56:00,2020-05-08 07:17:00,6
2020-05-08 07:17:00,2020-05-08 13:26:00,5
2020-05-08 13:26:00,2020-05-08 16:59:00,4
2020-05-08 16:59:00,2020-05-08 18:05:00,5
2020-05-08 18:05:00,2020-05-08 21:47:00,6
2020-05-08 21:47:00,2020-05-09 00:11:00,5
2020-05-09 00:11:00,2020-05-09 02:33:00,6
2020-05-09 02:33:00,2020-05-09 04:23:00,5
2020-05-09 04:23:00,2020-05-09 11:29:00,6
2020-05-09 11:29:00,2020-05-09 14:47:00,7
2020-05-09 14:47:00,2020-05-09 17:59:00,8
2020-05-09 17:59:00,2020-05-09 19:29:00,9
2020-05-09 19:29:00,2020-05-09 21:49:00,8
2020-05-09 21:49:00,2020-05-10 01:17:00,7
2020-05-10 01:17:00,2020-05-10 06:25:00,8
2020-05-10 06:25:00,2020-05-10 06:55:00,7
2020-05-10 06:55:00,2020-05-10 07:26:00,6
2020-05-10 07:26:00,2020-05-10 07:35:00,5
2020-05-10 07:35:00,2020-05-10 12:53:00,6
2020-05-10 12:53:00,2020-05-10 15:36:00,7
2020-05-10 15:36:00,2020-05-11 01:47:00,6
2020-05-11 01:47:00,2020-05-11 04:41:00,7
2020-05-11 04:41:00,2020-05-11 06:53:00,8
2020-05-11 06:53:00,2020-05-11 07:38:00,9
2020-05-11 07:38:00,2020-05-11 11:43:00,8
2020-05-11 11:43:00,2020-05-11 12:05:00,7
2020-05-11 12:05:00,2020-05-11 18:47:00,8
2020-05-11 18:47:00,2020-05-11 19:47:00,9
2020-05-11 19:47:00,2020-05-12 08:26:00,8
2020-05-12 08:26:00,2020-05-12 08:47:00,7
2020-05-12 08:47:00,2020-05-12 13:23:00,6
2020-05-12 13:23:00,2020-05-12 13:35:00,7
2020-05-12 13:35:00,2020-05-12 15:55:00,6
2020-05-12 15:55:00,2020-05-12 19:23:00,5
2020-05-12 19:23:00,2020-05-12 20:22:00,6
2020-05-12 20:22:00,2020-05-13 03:29:00,5
2020-05-13 03:29:00,2020-05-13 06:27:00,6
2020-05-13 06:27:00,2020-05-13 08:46:00,5
2020-05-13 08:46:00,2020-05-13 11:23:00,4
2020-05-13 11:23:00,2020-05-13 20:11:00,5
2020-05-13 20:11:00,2020-05-13 21:06:00,6
2020-05-13 21:06:00,2020-05-13 21:39:00,5
2020-05-13 21:39:00,2020-05-14 03:29:00,4
2020-05-14 03:29:00,2020-05-14 09:38:00,5
2020-05-14 09:38:00,2020-05-14 12:05:00,4
2020-05-14 12:05:00,2020-05-14 15:47:00,5
2020-05-14 15:47:00,2020-05-14 17:05:00,6
2020-05-14 17:05:00,2020-05-15 01:11:00,5
2020-05-15 01:11:00,2020-05-15 02:47:00,6
2020-05-15 02:47:00,2020-05-15 06:28:00,7
2020-05-15 06:28:00,2020-05-15 06:29:00,6
2020-05-15 06:29:00,2020-05-15 10:30:00,7
2020-05-15 10:30:00,2020-05-15 10:53:00,6
2020-05-15 10:53:00,2020-05-15 18:41:00,5
2020-05-15 18:41:00,2020-05-15 20:23:00,6
2020-05-15 20:23:00,2020-05-15 22:21:00,7
2020-05-15 22:21:00,2020-05-15 22:54:00,6
2020-05-15 22:54:00,2020-05-16 04:40:00,5
2020-05-16 04:40:00,2020-05-16 07:54:00,4
2020-05-16 07:54:00,2020-05-16 08:23:00,3
2020-05-16 08:23:00,2020-05-16 09:35:00,4
2020-05-16 09:35:00,2020-05-16 11:05:00,5
2020-05-16 11:05:00,2020-05-16 12:29:00,6
2020-05-16 12:29:00,2020-05-16 12:41:00,5
2020-05-16 12:41:00,2020-05-16 17:41:00,6
2020-05-16 17:41:00,2020-05-16 18:29:00,5
2020-05-16 18:29:00,2020-05-16 19:05:00,6
2020-05-16 19:05:00,2020-05-17 02:29:00,7
2020-05-17 02:29:00,2020-05-17 05:38:00,6
2020-05-17 05:38:00,2020-05-17 06:29:00,5
2020-05-17 06:29:00,2020-05-17 14:41:00,4
2020-05-17 14:41:00,2020-05-17 14:55:00,5
2020-05-17 14:55:00,2020-05-17 19:05:00,4
2020-05-17 19:05:00,2020-05-17 19:52:00,5
2020-05-17 19:52:00,2020-05-17 19:53:00,4
2020-05-17 19:53:00,2020-05-17 21:11:00,5
2020-05-17 21:11:00,2020-05-17 23:40:00,6
2020-05-17 23:40:00,2020-05-18 09:17:00,5
2020-05-18 09:17:00,2020-05-18 10:29:00,6
2020-05-18 10:29:00,2020-05-18 11:05:00,7
2020-05-18 11:05:00,2020-05-18 12:55:00,8
2020-05-18 12:55:00,2020-05-18 13:28:00,7
2020-05-18 13:28:00,2020-05-18 19:36:00,6
2020-05-18 19:36:00,2020-05-19 01:47:00,5
2020-05-19 01:47:00,2020-05-19 02:23:00,6
2020-05-19 02:23:00,2020-05-19 08:27:00,7
2020-05-19 08:27:00,2020-05-19 10:35:00,6
2020-05-19 10:35:00,2020-05-19 13:51:00,7
2020-05-19 13:51:00,2020-05-19 14:24:00,6
2020-05-19 14:24:00,2020-05-20 12:23:00,5
2020-05-20 12:23:00,2020-05-20 19:25:00,6
2020-05-20 19:25:00,2020-05-20 19:48:00,5
2020-05-20 19:48:00,2020-05-21 03:25:00,4
2020-05-21 03:25:00,2020-05-21 06:32:00,3
2020-05-21 06:32:00,2020-05-21 07:03:00,2
2020-05-21 07:03:00,2020-05-21 14:17:00,1
2020-05-21 14:17:00,2020-05-21 20:11:00,2
2020-05-21 20:11:00,2020-05-22 02:35:00,3
2020-05-22 02:35:00,2020-05-22 03:53:00,4
2020-05-22 03:53:00,2020-05-22 16:42:00,5
2020-05-22 16:42:00,2020-05-22 17:12:00,4
2020-05-22 17:12:00,2020-05-23 07:11:00,3
2020-05-23 07:11:00,2020-05-23 07:36:00,4
2020-05-23 07:36:00,2020-05-23 13:50:00,3
2020-05-23 13:50:00,2020-05-23 17:53:00,2
2020-05-23 17:53:00,2020-05-24 02:47:00,3
2020-05-24 02:47:00,2020-05-24 04:41:00,4
2020-05-24 04:41:00,2020-05-24 06:33:00,5
2020-05-24 06:33:00,2020-05-24 08:06:00,4
2020-05-24 08:06:00,2020-05-24 08:47:00,3
2020-05-24 08:47:00,2020-05-24 09:59:00,4
2020-05-24 09:59:00,2020-05-24 18:25:00,5
2020-05-24 18:25:00,2020-05-24 22:53:00,4
2020-05-24 22:53:00,2020-05-25 11:37:00,5
2020-05-25 11:37:00,2020-05-25 12:05:00,4
2020-05-25 12:05:00,2020-05-26 00:29:00,5
2020-05-26 00:29:00,2020-05-26 15:59:00,6
2020-05-26 15:59:00,2020-05-26 20:59:00,5
2020-05-26 20:59:00,2020-05-27 03:55:00,6
2020-05-27 03:55:00,2020-05-27 06:35:00,5
2020-05-27 06:35:00,2020-05-27 09:29:00,4
2020-05-27 09:29:00,2020-05-27 18:59:00,3
2020-05-27 18:59:00,2020-05-27 21:23:00,4
2020-05-27 21:23:00,2020-05-28 01:43:00,5
2020-05-28 01:43:00,2020-05-28 06:36:00,4
2020-05-28 06:36:00,2020-05-28 08:41:00,3
2020-05-28 08:41:00,2020-05-28 09:49:00,4
2020-05-28 09:49:00,2020-05-28 13:51:00,3
2020-05-28 13:51:00,2020-05-28 14:29:00,2
2020-05-28 14:29:00,2020-05-28 19:53:00,3
2020-05-28 19:53:00,2020-05-28 21:41:00,4
2020-05-28 21:41:00,2020-05-29 00:29:00,3
2020-05-29 00:29:00,2020-05-29 08:05:00,4
2020-05-29 08:05:00,2020-05-29 10:23:00,5
2020-05-29 10:23:00,2020-05-29 10:33:00,6
