Time	Open	High	Low	Close	Volume
2013-01-28 09:00:00	0.85385	0.85488	0.85324	0.85442	6610
2013-01-28 10:00:00	0.85442	0.85534	0.85406	0.85531	6014
2013-01-28 11:00:00	0.85529	0.85584	0.85509	0.85551	5905
2013-01-28 12:00:00	0.85552	0.85554	0.85415	0.85458	7776
2013-01-28 13:00:00	0.85457	0.85596	0.8544	0.85562	9147
2013-01-28 14:00:00	0.85562	0.85677	0.85541	0.8567	9426
2013-01-28 15:00:00	0.85675	0.85698	0.855	0.8569	9659
2013-01-28 16:00:00	0.85691	0.85861	0.85605	0.85799	8814
2013-01-28 17:00:00	0.858	0.85808	0.85738	0.85759	5263
2013-01-28 18:00:00	0.85759	0.85795	0.85708	0.85729	4482
2013-01-28 19:00:00	0.85729	0.85753	0.85712	0.85714	3261
2013-01-28 20:00:00	0.85715	0.85754	0.85712	0.8574	4167
2013-01-28 21:00:00	0.8574	0.85742	0.85717	0.8572	2051
2013-01-28 22:00:00	0.8572	0.85739	0.85681	0.85681	2227
2013-01-28 23:00:00	0.85681	0.85694	0.85646	0.85661	1988
2013-01-29 00:00:00	0.85663	0.85694	0.85643	0.85675	2621
2013-01-29 01:00:00	0.85675	0.8569	0.85639	0.85666	2571
2013-01-29 02:00:00	0.85666	0.8568	0.85636	0.8566	2092
2013-01-29 03:00:00	0.85662	0.85695	0.85655	0.85682	2458
2013-01-29 04:00:00	0.8568	0.85693	0.85667	0.8568	2069
2013-01-29 05:00:00	0.85681	0.85683	0.8563	0.8563	2150
2013-01-29 06:00:00	0.8563	0.85642	0.85599	0.85611	2169
2013-01-29 07:00:00	0.85611	0.85636	0.85471	0.85518	7063
2013-01-29 08:00:00	0.85515	0.85624	0.85504	0.85604	7681
2013-01-29 09:00:00	0.85604	0.85642	0.85527	0.85548	6787
2013-01-29 10:00:00	0.85547	0.85656	0.85367	0.85415	8780
2013-01-29 11:00:00	0.85413	0.85415	0.85276	0.85323	8593
2013-01-29 12:00:00	0.85323	0.85427	0.85316	0.85392	6242
2013-01-29 13:00:00	0.85392	0.85549	0.85355	0.85532	8161
2013-01-29 14:00:00	0.85532	0.8567	0.85489	0.85532	11228
2013-01-29 15:00:00	0.85532	0.85612	0.85465	0.85571	11181
2013-01-29 16:00:00	0.85571	0.8562	0.85514	0.8561	7529
2013-01-29 17:00:00	0.85608	0.85625	0.8554	0.85555	4159
2013-01-29 18:00:00	0.85555	0.85593	0.85553	0.8558	4073
2013-01-29 19:00:00	0.8558	0.85638	0.85565	0.8558	5623
2013-01-29 20:00:00	0.8558	0.85628	0.8557	0.85625	2902
2013-01-29 21:00:00	0.85627	0.85629	0.8557	0.85587	2640
2013-01-29 22:00:00	0.85587	0.85599	0.85551	0.85578	1211
2013-01-29 23:00:00	0.85577	0.85668	0.85567	0.85658	1982
2013-01-30 00:00:00	0.85659	0.85673	0.85599	0.85616	2192
2013-01-30 01:00:00	0.85616	0.85631	0.85589	0.85606	1983
2013-01-30 02:00:00	0.85607	0.85637	0.85604	0.85617	1562
2013-01-30 03:00:00	0.85617	0.85635	0.85609	0.85624	1959
2013-01-30 04:00:00	0.85625	0.85637	0.85606	0.85635	1704
2013-01-30 05:00:00	0.85636	0.85662	0.85622	0.8564	2035
2013-01-30 06:00:00	0.85641	0.85653	0.856	0.85634	2179
2013-01-30 07:00:00	0.85634	0.8577	0.85627	0.85704	7714
2013-01-30 08:00:00	0.85705	0.85865	0.8566	0.85825	9565
2013-01-30 09:00:00	0.85825	0.85902	0.8582	0.85892	10259
2013-01-30 10:00:00	0.85892	0.85958	0.85833	0.85948	9142
2013-01-30 11:00:00	0.85945	0.86058	0.85849	0.85861	7684
2013-01-30 12:00:00	0.85862	0.8589	0.85792	0.858	6025
2013-01-30 13:00:00	0.85802	0.85857	0.85736	0.8577	11001
2013-01-30 14:00:00	0.85769	0.85958	0.85751	0.85925	8231
2013-01-30 15:00:00	0.85925	0.86013	0.85822	0.85926	10117
2013-01-30 16:00:00	0.85926	0.85982	0.85848	0.85888	6347
2013-01-30 17:00:00	0.85886	0.85952	0.85881	0.85926	4480
2013-01-30 18:00:00	0.85926	0.85935	0.85884	0.85892	4354
2013-01-30 19:00:00	0.85894	0.85946	0.8585	0.85895	8462
2013-01-30 20:00:00	0.85897	0.85906	0.85823	0.85827	3934
2013-01-30 21:00:00	0.85828	0.85865	0.85824	0.85859	2718
2013-01-30 22:00:00	0.85859	0.85928	0.85822	0.8589	2188
2013-01-30 23:00:00	0.85891	0.85915	0.85875	0.85885	2100
2013-01-31 00:00:00	0.85885	0.8591	0.85859	0.85899	2104
2013-01-31 01:00:00	0.85896	0.85902	0.85838	0.85838	2238
2013-01-31 02:00:00	0.85838	0.8586	0.85812	0.85842	2145
2013-01-31 03:00:00	0.85842	0.85883	0.85821	0.8585	2670
2013-01-31 04:00:00	0.8585	0.85875	0.85822	0.85848	2662
2013-01-31 05:00:00	0.85846	0.85857	0.85815	0.85828	2994
2013-01-31 06:00:00	0.85828	0.8583	0.85756	0.85784	4334
2013-01-31 07:00:00	0.85784	0.85784	0.85594	0.85624	6918
2013-01-31 08:00:00	0.85624	0.85763	0.85619	0.85731	9058
