Time	Open	High	Low	Close	Volume
2018-11-28 17:00:00	1.76494	1.76498	1.74936	1.75421	21494
2018-11-28 18:00:00	1.75429	1.75576	1.75244	1.75355	19057
2018-11-28 19:00:00	1.75352	1.75522	1.75255	1.75426	12369
2018-11-28 20:00:00	1.75432	1.75569	1.75408	1.75438	7603
2018-11-28 21:00:00	1.75438	1.7557	1.75429	1.75533	4479
2018-11-28 22:00:00	1.75533	1.75656	1.75416	1.7557	5902
2018-11-28 23:00:00	1.75558	1.75712	1.75477	1.75607	6238
2018-11-29 00:00:00	1.75607	1.75735	1.75426	1.75732	7387
2018-11-29 01:00:00	1.75732	1.75835	1.75634	1.75835	7175
2018-11-29 02:00:00	1.75831	1.7589	1.75691	1.758	7822
2018-11-29 03:00:00	1.75801	1.75812	1.75573	1.756	6595
2018-11-29 04:00:00	1.75603	1.75698	1.75572	1.7559	8663
2018-11-29 05:00:00	1.75592	1.75645	1.7542	1.7545	7267
2018-11-29 06:00:00	1.7545	1.75479	1.75331	1.75383	8800
2018-11-29 07:00:00	1.75378	1.75464	1.7512	1.75165	12477
2018-11-29 08:00:00	1.75163	1.75163	1.74562	1.74691	14402
2018-11-29 09:00:00	1.74693	1.74708	1.74374	1.74521	13079
2018-11-29 10:00:00	1.74521	1.74721	1.74428	1.74585	12574
